group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Illinois,declrdfit,1,,actcat,5,28-32,Percent who had good I-M Fit for declared,44.3,1938,4379,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Illinois,declrdfit,1,,actcat,6,33-36,Percent who had good I-M Fit for declared,44.6,292,655,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Indiana,majmatch,1,,actcat,1,1-15,Percent who declared in major area,50.8,349,687,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Indiana,majmatch,1,,actcat,2,16-19,Percent who declared in major area,53.7,1190,2215,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Indiana,majmatch,1,,actcat,3,20-23,Percent who declared in major area,57.5,2007,3491,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Indiana,majmatch,1,,actcat,4,24-27,Percent who declared in major area,59.7,1806,3023,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Indiana,majmatch,1,,actcat,5,28-32,Percent who declared in major area,65.3,1228,1880,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Indiana,majmatch,1,,actcat,6,33-36,Percent who declared in major area,70,168,240,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Indiana,declrdfit,1,,actcat,1,1-15,Percent who had good I-M Fit for declared,28.4,148,521,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Indiana,declrdfit,1,,actcat,2,16-19,Percent who had good I-M Fit for declared,31.7,579,1824,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Indiana,declrdfit,1,,actcat,3,20-23,Percent who had good I-M Fit for declared,35.9,1025,2857,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Indiana,declrdfit,1,,actcat,4,24-27,Percent who had good I-M Fit for declared,40.3,996,2472,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Indiana,declrdfit,1,,actcat,5,28-32,Percent who had good I-M Fit for declared,42.5,647,1521,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Indiana,declrdfit,1,,actcat,6,33-36,Percent who had good I-M Fit for declared,44.7,84,188,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Iowa,majmatch,1,,actcat,1,1-15,Percent who declared in major area,45.5,102,224,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Iowa,majmatch,1,,actcat,2,16-19,Percent who declared in major area,52.4,610,1165,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Iowa,majmatch,1,,actcat,3,20-23,Percent who declared in major area,54.9,1266,2306,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Iowa,majmatch,1,,actcat,4,24-27,Percent who declared in major area,55.9,1101,1969,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Iowa,majmatch,1,,actcat,5,28-32,Percent who declared in major area,56.9,662,1164,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Iowa,majmatch,1,,actcat,6,33-36,Percent who declared in major area,68.5,102,149,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Iowa,declrdfit,1,,actcat,1,1-15,Percent who had good I-M Fit for declared,33.5,69,206,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Iowa,declrdfit,1,,actcat,2,16-19,Percent who had good I-M Fit for declared,38.9,402,1033,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Iowa,declrdfit,1,,actcat,3,20-23,Percent who had good I-M Fit for declared,39.5,809,2050,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Iowa,declrdfit,1,,actcat,4,24-27,Percent who had good I-M Fit for declared,41.1,709,1727,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Iowa,declrdfit,1,,actcat,5,28-32,Percent who had good I-M Fit for declared,44.7,451,1010,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Iowa,declrdfit,1,,actcat,6,33-36,Percent who had good I-M Fit for declared,50.8,66,130,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Kansas,majmatch,1,,actcat,1,1-15,Percent who declared in major area,46.9,120,256,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kansas,majmatch,1,,actcat,2,16-19,Percent who declared in major area,50.1,518,1034,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kansas,majmatch,1,,actcat,3,20-23,Percent who declared in major area,54.2,968,1786,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kansas,majmatch,1,,actcat,4,24-27,Percent who declared in major area,53.3,713,1337,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kansas,majmatch,1,,actcat,5,28-32,Percent who declared in major area,56.4,393,697,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kansas,majmatch,1,,actcat,6,33-36,Percent who declared in major area,66.7,62,93,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kansas,declrdfit,1,,actcat,1,1-15,Percent who had good I-M Fit for declared,23.7,55,232,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Kansas,declrdfit,1,,actcat,2,16-19,Percent who had good I-M Fit for declared,32.5,301,926,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Kansas,declrdfit,1,,actcat,3,20-23,Percent who had good I-M Fit for declared,33.9,541,1595,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Kansas,declrdfit,1,,actcat,4,24-27,Percent who had good I-M Fit for declared,37.3,439,1176,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Kansas,declrdfit,1,,actcat,5,28-32,Percent who had good I-M Fit for declared,41.1,244,594,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Kansas,declrdfit,1,,actcat,6,33-36,Percent who had good I-M Fit for declared,40.8,29,71,,out of,college students whose ACT Composite score is in the range of,declared a major that is a good fit with their measured interests.,
Kentucky,majmatch,1,,actcat,1,1-15,Percent who declared in major area,41.8,421,1007,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kentucky,majmatch,1,,actcat,2,16-19,Percent who declared in major area,47.9,1285,2684,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kentucky,majmatch,1,,actcat,3,20-23,Percent who declared in major area,52.1,1886,3623,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kentucky,majmatch,1,,actcat,4,24-27,Percent who declared in major area,54.2,1411,2603,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kentucky,majmatch,1,,actcat,5,28-32,Percent who declared in major area,56.6,908,1603,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
Kentucky,majmatch,1,,actcat,6,33-36,Percent who declared in major area,65.8,152,231,,out of,college students whose ACT Composite score is in the range of,declared a major in their planned major area.,
